month,pop,dpop,month1,month2,month3,month4,month5,month6,H1N,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
2002.75,288240053,2514063,0.0208333333333334,0,0,0.0208333333333333,0.479166666666667,0.479166666666667,19387,0.934647753747612,0.417136604523214,0.400866738252132,0.53015003879153,0.427612306807272,0.707483502440793,1.22163770088799,1.28829700584124,1.35990896328433,1.17479499357503,1.04025244939031,1.01479340208713,0.945656922363614,1.01680525226288,0.890997793614195,0.955482351078879,0.975998644687106,1.01679486703249,0.985309311324558,0.954553692766429
2002.83333333333,288449341,2509303,0.166666666666439,0,0,1.56273850898388e-38,0.166666666666894,0.666666666666667,22909,1.07809929874085,0.98932936820957,0.685776013670996,0.734642560779486,0.587156859117159,0.824878585310186,1.31262932300334,1.35648502774198,1.42374633208895,1.23541446056528,1.09861009304024,1.07089956594732,0.995180166616442,1.06590992180832,0.947534166798773,0.966657403998394,0.984635952841915,1.01885451545032,0.986811010116246,0.955839248944866
2002.91666666667,288658349,2507369,0.479166666666951,0.0208333333333902,0,0,0.0208333333332765,0.479166666666382,168640,1.20219408546286,1.42653910261254,0.915765411532013,0.905347214936843,0.721131202916334,0.927237630963681,1.38862471707227,1.41359217013346,1.4775566556555,1.28607252404903,1.14690213024561,1.11775954506906,1.03720198381592,1.10802567108346,0.993634788761453,0.976743636272655,0.99278729886479,1.02138064470075,0.988530651682671,0.957287842490303
2003,288867314,2508262,0.666666666666667,0.166666666666667,0,0,0,0.166666666666667,922174,1.2523860521811,1.64759125136022,1.05477094978267,1.01750138756092,0.810223645287471,1.00119248972335,1.43882838404665,1.45240453872578,1.51474959047269,1.32170025941244,1.17978233720348,1.14959247359546,1.06685443751186,1.13767781500797,1.02221577148965,0.984768043995363,0.999805410964398,1.02449327992994,0.990540667683529,0.959031916434108
2003.08333333333,289076471,2511983,0.479166666666951,0.479166666666382,0.0208333333332765,0,0,0.0208333333333902,4044901,1.22489245948117,1.6245141152258,1.08705120977222,1.05835975177242,0.844767049195973,1.03772021488447,1.45621429078667,1.46925881911486,1.53190180008572,1.34113904644131,1.19584360930298,1.1641894286759,1.08201307892341,1.15157313057905,1.03031896350743,0.98993614623327,1.00502393285317,1.0278275447329,0.99261932573794,0.960962795458795
2003.16666666667,289286056,2518530,0.166666666666439,0.666666666666667,0.166666666666894,1.56789984301514e-38,0,0,1475084,1.14184819419207,1.49319161340201,1.05767779949768,1.05339395380367,0.846696864846103,1.04317909266512,1.44456087337752,1.47095958015584,1.53470765468081,1.3541638195193,1.20494696130089,1.17069400587469,1.08906572242625,1.15369599467344,1.02878175500998,0.992240319029121,1.0082061605214,1.02979186955817,0.993941426706273,0.962390947454728
2003.25,289496305,2527905,0.0208333333333333,0.479166666666667,0.479166666666667,0.0208333333333333,0,0,242687,1.07305725890369,1.40835608787515,1.0249954525978,1.03356494554113,0.843297393608014,1.02691153946086,1.408646077343,1.46556700260468,1.52910756853242,1.37123635364515,1.21793519074958,1.17846776639186,1.09535467165717,1.14857446179826,1.02978841824538,0.991995311822494,1.00916805526986,1.02878090441409,0.994205369829638,0.962898975026199
2003.33333333333,289707452,2540107,1.56617813763129e-38,0.166666666666894,0.666666666666667,0.166666666666439,0,0,73245,1.09435707400263,1.43627795299789,1.03962837851095,1.01357392832285,0.851645754245507,0.994815259441033,1.34644141669562,1.45569583155047,1.5129084256192,1.39463223169274,1.2383101070215,1.18639161555567,1.10352792414402,1.13563369709635,1.03711521198645,0.99001851066663,1.00750658736772,1.02436087069826,0.995807414633298,0.963738876428033
2003.41666666667,289919735,2555136,0,0.0208333333332765,0.479166666666382,0.479166666666951,0.0208333333333902,0,18379,1.25804961551545,1.57412089963292,1.13435823737148,1.00297545877152,0.882525056156571,0.953208806977304,1.25961466126918,1.44298336446043,1.48456608131859,1.42331029632252,1.26582928910302,1.19141423240055,1.11451779437301,1.11489287863821,1.05197847252272,0.987755037028873,1.00302478875469,1.01672821223654,1.00074665644893,0.966143185341913
2003.5,290133387,2572992,0,0,0.166666666666667,0.666666666666667,0.166666666666667,0,0,1.57196414940049,1.63108365207008,1.27831701617873,1.00699726520464,0.931749553855307,0.91353884952453,1.17142503576888,1.43060254399607,1.45326580693018,1.45114862145179,1.29261438259897,1.19323604665943,1.12708817076951,1.09385012559224,1.07376285967027,0.988658317423715,0.996568929091948,1.00742869118797,1.00673567354623,0.969597181505446
2003.58333333333,290348588,2591602,0,0,0.0208333333333902,0.479166666666951,0.479166666666383,0.0208333333332765,0,1.8895745460366,1.448401142569,1.42527534055575,1.02614246263823,0.989194675557287,0.885735583483487,1.10503391495501,1.42084631452098,1.42860515773346,1.4716738620492,1.31058395332927,1.19220495297881,1.1392435948959,1.0799090189256,1.10007880117765,0.995296722655106,0.989375309243553,0.998291986063387,1.01103374060041,0.9732256762732
2003.66666666667,290565284,2608892,1.56962280972157e-38,0,0,0.166666666666439,0.666666666666667,0.166666666666894,4498,2.02576582688502,1.18341810146247,1.53120806358275,1.04634254121411,1.03594939911575,0.868535208036414,1.06161981910433,1.4109519820364,1.41110140905968,1.48208776597615,1.31848018130116,1.18850695495038,1.14811964690365,1.07261604574392,1.12327147297259,1.00469009564502,0.983197117171532,0.990934122461564,1.0133734349611,0.976458861407452
2003.75,290783366,2624862,0.0208333333333334,0,0,0.0208333333333333,0.479166666666667,0.479166666666667,0,1.86621390539239,1.0207501945417,1.56453315359522,1.05358216605435,1.05629077603488,0.858359325662015,1.03663034710542,1.39796221369662,1.39870311690903,1.48142670393009,1.31720253218003,1.18229581188182,1.15119605542226,1.06926559472204,1.13590637355977,1.01281650224983,0.979159043025301,0.986250015361276,1.01386424942663,0.978607217493592
